person_odid,person_name,movies,detail,image_url,wiki_race_tag_actors,wiki_race_tag_directors,gender,tmdb_id,DOB,race_predicted,race4_predicted,gender_predicted,age_predicted,race_scores_fair,race_scores_fair_4,age_scores_fair,gender_scores_fair,in_actorlist,in_directorlist
141560401,Henry Thomas,['ET: The Extra-Terrestrial'],"{'adult': False, 'gender': 2, 'id': 9976, 'known_for_department': 'Acting', 'name': 'Henry Thomas', 'original_name': 'Henry Thomas', 'popularity': 1.5687, 'profile_path': '/tyTcpTMIAyIIy30u8N59G0PI06f.jpg', 'known_for': [{'adult': False, 'backdrop_path': '/mXLVA0YL6tcXi6SJSuAh9ONXFj5.jpg', 'id': 601, 'title': 'E.T. the Extra-Terrestrial', 'original_title': 'E.T. the Extra-Terrestrial', 'overview': 'An alien is left behind on Earth and saved by the 10-year-old Elliott who decides to keep him hidden in his home. While a task force hunts for the extra-terrestrial, Elliott, his brother, and his little sister Gertie form an emotional bond with their new friend, and try to help him find his way home.', 'poster_path': '/an0nD6uq6byfxXCfk6lQBzdL2J1.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [878, 12, 10751, 14], 'popularity': 10.435, 'release_date': '1982-06-11', 'video': False, 'vote_average': 7.513, 'vote_count': 11592}, {'adult': False, 'backdrop_path': '/jEVli6w9HNFjVMwJyzNH2bPMx7G.jpg', 'id': 343674, 'title': ""Gerald's Game"", 'original_title': ""Gerald's Game"", 'overview': ""When her husband's sex game goes wrong, Jessie (who is handcuffed to a bed in a remote lake house) faces warped visions, dark secrets and a dire choice."", 'poster_path': '/32dippiypDdaKv7XFEfUlQ7kPup.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [27, 53, 18], 'popularity': 4.9192, 'release_date': '2017-09-29', 'video': False, 'vote_average': 6.402, 'vote_count': 3795}, {'adult': False, 'backdrop_path': '/a2Aj5ksEo2HOUH3FbGyZCtaJM4C.jpg', 'id': 3131, 'title': 'Gangs of New York', 'original_title': 'Gangs of New York', 'overview': ""In early 1860s New York, Irish immigrant Amsterdam Vallon is released from prison and returns to the Five Points, seeking revenge against his father's killer, William Cutting, a powerful anti-immigrant gang leader. He knows that revenge can only be attained by infiltrating Cutting's inner circle. Vallon's journey becomes a fight for personal survival and to find a place for the Irish people."", 'poster_path': '/lemqKtcCuAano5aqrzxYiKC8kkn.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [18, 36, 80], 'popularity': 4.544, 'release_date': '2002-12-14', 'video': False, 'vote_average': 7.315, 'vote_count': 6895}]}",https://image.tmdb.org/t/p/w500/tyTcpTMIAyIIy30u8N59G0PI06f.jpg,,,2.0,9976,1971-09-09,White,White,Male,50-59,"[0.9998235106468201, 1.658249715319471e-08, 2.6023264581453986e-05, 2.108541775669437e-05, 8.871381396602374e-06, 7.17208820333326e-07, 0.00011986089521087706]","[0.9999680519104004, 6.612577152509402e-08, 3.00265437545022e-05, 1.793648266357195e-06]","[1.3205392860982101e-05, 7.390382961602882e-05, 0.002013189485296607, 0.005832777824252844, 0.07538840919733047, 0.4103822112083435, 0.474609375, 0.030594758689403534, 0.0010920122731477022]","[0.9988058805465698, 0.0011941713746637106]",True,False
2460401,Andrew Adamson,['Shrek 2'],,,,White,0.0,,,,,,,,,,,False,True
5880401,Avi Arad,['Spider-Man'],"{'adult': False, 'gender': 2, 'id': 7626, 'known_for_department': 'Production', 'name': 'Avi Arad', 'original_name': 'Avi Arad', 'popularity': 1.2205, 'profile_path': '/cxmqw0anGfxC7RwUNQj3EwhX9pP.jpg', 'known_for': [{'adult': False, 'backdrop_path': '/9BBTo63ANSmhC4e6r62OJFuK2GL.jpg', 'id': 24428, 'title': 'The Avengers', 'original_title': 'The Avengers', 'overview': 'When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!', 'poster_path': '/RYMX2wcKCBAr24UyPD7xwmjaTn.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [878, 28, 12], 'popularity': 38.0259, 'release_date': '2012-04-25', 'video': False, 'vote_average': 7.825, 'vote_count': 33457}, {'adult': False, 'backdrop_path': '/cyecB7godJ6kNHGONFjUyVN9OX5.jpg', 'id': 1726, 'title': 'Iron Man', 'original_title': 'Iron Man', 'overview': 'After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.', 'poster_path': '/78lPtwv72eTNqFW9COBYI0dWDJa.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [28, 878, 12], 'popularity': 12.6985, 'release_date': '2008-04-30', 'video': False, 'vote_average': 7.654, 'vote_count': 27382}, {'adult': False, 'backdrop_path': '/fn4n6uOYcB6Uh89nbNPoU2w80RV.jpg', 'id': 315635, 'title': 'Spider-Man: Homecoming', 'original_title': 'Spider-Man: Homecoming', 'overview': 'Following the events of Captain America: Civil War, Peter Parker, with the help of his mentor Tony Stark, tries to balance his life as an ordinary high school student in Queens, New York City, with fighting crime as his superhero alter ego Spider-Man as a new threat, the Vulture, emerges.', 'poster_path': '/c24sv2weTHPsmDa7jEMN0m2P3RT.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [28, 12, 878], 'popularity': 17.25, 'release_date': '2017-07-05', 'video': False, 'vote_average': 7.33, 'vote_count': 22550}]}",https://image.tmdb.org/t/p/w500/cxmqw0anGfxC7RwUNQj3EwhX9pP.jpg,,White,2.0,7626,1948-08-01,White,White,Male,50-59,"[0.9835584759712219, 2.322786531294696e-05, 0.005886505823582411, 0.0006536496221087873, 0.0004760052834171802, 0.00047278383863158524, 0.00892933551222086]","[0.9976704716682434, 3.858714262605645e-05, 0.0016583878314122558, 0.0006326549919322133]","[4.283646194380708e-05, 1.206090109917568e-05, 0.00030314538162201643, 0.00030711491126567125, 0.001919177477248013, 0.02188139595091343, 0.48046085238456726, 0.47835442423820496, 0.01671891286969185]","[0.9998698234558105, 0.00013011913688387722]",False,True
6860401,Kelly Asbury,['Shrek 2'],"{'adult': False, 'gender': 2, 'id': 12079, 'known_for_department': 'Directing', 'name': 'Kelly Asbury', 'original_name': 'Kelly Asbury', 'popularity': 0.2492, 'profile_path': '/fzHQFYLc1zVVn3dUjr6pMuKdE0U.jpg', 'known_for': [{'adult': False, 'backdrop_path': '/8ohobj5lAIbl5XWw11FywS3IRrS.jpg', 'id': 809, 'title': 'Shrek 2', 'original_title': 'Shrek 2', 'overview': ""Shrek, Fiona, and Donkey set off to Far, Far Away to meet Fiona's mother and father, the Queen and King. But not everyone is happily ever after. Shrek and the King find it difficult to get along, and there's tension in the marriage. The Fairy Godmother discovers that Fiona has married Shrek instead of her son Prince Charming and plots to destroy their marriage."", 'poster_path': '/2yYP0PQjG8zVqturh1BAqu2Tixl.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [16, 10751, 35, 14, 12, 10749], 'popularity': 12.833, 'release_date': '2004-05-19', 'video': False, 'vote_average': 7.303, 'vote_count': 12957}, {'adult': False, 'backdrop_path': '/b8hPBW0NJmiIVzvQjT3CwIpAdzl.jpg', 'id': 9023, 'title': 'Spirit: Stallion of the Cimarron', 'original_title': 'Spirit: Stallion of the Cimarron', 'overview': 'A captured mustang remains determined to return to his herd no matter what.', 'poster_path': '/cUgYrz4twiJ3QgVGpRfey984NIB.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [16, 12, 10751, 18, 37, 10749], 'popularity': 7.6289, 'release_date': '2002-05-24', 'video': False, 'vote_average': 7.688, 'vote_count': 4773}, {'adult': False, 'backdrop_path': '/w3LLngJIAA1R7Mp2S3G0HZl2R3H.jpg', 'id': 45772, 'title': 'Gnomeo & Juliet', 'original_title': 'Gnomeo & Juliet', 'overview': ""A version of Shakespeare's play, set in the world of warring indoor and outdoor gnomes. Garden gnomes Gnomeo and Juliet have as many obstacles to overcome as their quasi namesakes when they are caught up in a feud between neighbors. But with plastic pink flamingos and lawnmower races in the mix, can this young couple find lasting happiness?"", 'poster_path': '/vVQwgfS9gSFviVT4gS7tZAmhRFc.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [16, 10751], 'popularity': 3.4748, 'release_date': '2011-01-13', 'video': False, 'vote_average': 5.9, 'vote_count': 2028}]}",https://image.tmdb.org/t/p/w500/fzHQFYLc1zVVn3dUjr6pMuKdE0U.jpg,,,2.0,12079,1960-01-15,White,White,Male,40-49,"[0.9901444911956787, 0.00027991915703751147, 0.006836249027401209, 0.00013209461758378893, 0.00012363556015770882, 0.00017537418170832098, 0.0023083211854100227]","[0.9990785121917725, 0.0002696449519135058, 0.0004304135509300977, 0.00022141206136438996]","[2.711050228754175e-06, 1.5228577467496507e-05, 0.0007829317473806441, 0.01843472756445408, 0.25568488240242004, 0.6190184950828552, 0.10374157875776291, 0.0022872185800224543, 3.216095865354873e-05]","[0.9967448711395264, 0.003255115821957588]",False,True
11530401,Michael Bay,['Transformers: Revenge of the Fallen'],"{'adult': False, 'gender': 2, 'id': 865, 'known_for_department': 'Directing', 'name': 'Michael Bay', 'original_name': 'Michael Bay', 'popularity': 4.0462, 'profile_path': '/rkC7lei20x5xlFH4SivAXXBh6uR.jpg', 'known_for': [{'adult': False, 'backdrop_path': '/iq6oCC769VhakJubpAeJNFCgvff.jpg', 'id': 1858, 'title': 'Transformers', 'original_title': 'Transformers', 'overview': 'Young teenager Sam Witwicky becomes involved in the ancient struggle between two extraterrestrial factions of transforming robots – the heroic Autobots and the evil Decepticons. Sam holds the clue to unimaginable power and the Decepticons will stop at nothing to retrieve it.', 'poster_path': '/1P7w3AImoEOWJX7nn3fdaKDfEQA.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [12, 878, 28], 'popularity': 2.6167, 'release_date': '2007-06-27', 'video': False, 'vote_average': 6.8, 'vote_count': 11786}, {'adult': False, 'backdrop_path': '/zbdoCe1meTyy0v1fsIxZ9Q0ef3H.jpg', 'id': 8373, 'title': 'Transformers: Revenge of the Fallen', 'original_title': 'Transformers: Revenge of the Fallen', 'overview': ""Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war."", 'poster_path': '/pLBb0whOzVDtJvyD4DPeQyQNOqp.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [878, 28, 12], 'popularity': 3.646, 'release_date': '2009-06-19', 'video': False, 'vote_average': 6.2, 'vote_count': 8865}, {'adult': False, 'backdrop_path': '/c9SDd0yIb5gyqiOw9iTB87LEfP7.jpg', 'id': 38356, 'title': 'Transformers: Dark of the Moon', 'original_title': 'Transformers: Dark of the Moon', 'overview': 'The Autobots continue to work for NEST, now no longer in secret. But after discovering a strange artifact during a mission in Chernobyl, it becomes apparent to Optimus Prime that the United States government has been less than forthright with them.', 'poster_path': '/28YlCLrFhONteYSs9hKjD1Km0Cj.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [28, 878, 12], 'popularity': 2.2196, 'release_date': '2011-06-28', 'video': False, 'vote_average': 6.219, 'vote_count': 8657}]}",https://image.tmdb.org/t/p/w500/rkC7lei20x5xlFH4SivAXXBh6uR.jpg,,White,2.0,865,1965-02-17,White,White,Male,40-49,"[0.9993884563446045, 4.2996970250896993e-07, 0.00018379863467998803, 1.5166439879976679e-05, 2.9008846468059346e-05, 1.474310101912124e-05, 0.00036839712993241847]","[0.9999872446060181, 2.9760559527858277e-07, 9.894567483570427e-06, 2.611991476442199e-06]","[3.7257964891068696e-07, 4.511579845711822e-06, 0.000647936889436096, 0.023063190281391144, 0.1456974595785141, 0.5623618960380554, 0.25598037242889404, 0.01115704420953989, 0.0010871897684410214]","[0.9957199692726135, 0.00428001070395112]",False,True
23100401,James Cameron,['Titanic'],"{'adult': False, 'gender': 2, 'id': 2710, 'known_for_department': 'Directing', 'name': 'James Cameron', 'original_name': 'James Cameron', 'popularity': 1.54, 'profile_path': '/9NAZnTjBQ9WcXAQEzZpKy4vdQto.jpg', 'known_for': [{'adult': False, 'backdrop_path': '/vL5LR6WdxWPjLPFRLe133jXWsh5.jpg', 'id': 19995, 'title': 'Avatar', 'original_title': 'Avatar', 'overview': 'In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.', 'poster_path': '/gKY6q7SjCkAU6FqvqWybDYgUKIF.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [28, 12, 14, 878], 'popularity': 21.6101, 'release_date': '2009-12-15', 'video': False, 'vote_average': 7.594, 'vote_count': 32696}, {'adult': False, 'backdrop_path': '/tupgjqhWx5oieQrdyesO3aclUX9.jpg', 'id': 597, 'title': 'Titanic', 'original_title': 'Titanic', 'overview': ""101-year-old Rose DeWitt Bukater tells the story of her life aboard the Titanic, 84 years later. A young Rose boards the ship with her mother and fiancé. Meanwhile, Jack Dawson and Fabrizio De Rossi win third-class tickets aboard the ship. Rose tells the whole story from Titanic's departure through to its death—on its first and last voyage—on April 15, 1912."", 'poster_path': '/9xjZS2rlVxm8SFx8kPC3aIGCOYQ.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [18, 10749], 'popularity': 21.7272, 'release_date': '1997-11-18', 'video': False, 'vote_average': 7.9, 'vote_count': 26388}, {'adult': False, 'backdrop_path': '/ffdqHMWkh1h9MABwIfbfRJhgFW6.jpg', 'id': 218, 'title': 'The Terminator', 'original_title': 'The Terminator', 'overview': 'In the post-apocalyptic future, reigning tyrannical supercomputers teleport a cyborg assassin known as the ""Terminator"" back to 1984 to kill Sarah Connor, whose unborn son is destined to lead insurgents against 21st century mechanical hegemony. Meanwhile, the human-resistance movement dispatches a lone warrior to safeguard Sarah. Can he stop the virtually indestructible killing machine?', 'poster_path': '/hzXSE66v6KthZ8nPoLZmsi2G05j.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [28, 53, 878], 'popularity': 13.5216, 'release_date': '1984-10-26', 'video': False, 'vote_average': 7.671, 'vote_count': 13908}]}",https://image.tmdb.org/t/p/w500/9NAZnTjBQ9WcXAQEzZpKy4vdQto.jpg,,White,2.0,2710,1954-08-16,White,White,Male,50-59,"[0.9989583492279053, 7.847458505239047e-07, 5.771115320385434e-05, 2.611786158013274e-06, 2.8342451514618006e-06, 1.6153302567545325e-05, 0.0009613793808966875]","[0.9998364448547363, 9.286995918955654e-06, 4.7720885049784556e-05, 0.0001066030963556841]","[5.094912921776995e-05, 3.078187728533521e-05, 0.00015837712271604687, 0.00011599402205320075, 0.0011418333742767572, 0.022469259798526764, 0.6658569574356079, 0.2966262102127075, 0.01354964729398489]","[0.9998823404312134, 0.00011760656343540177]",False,True
55800401,Brian Goldner,['Transformers: Revenge of the Fallen'],"{'adult': False, 'gender': 2, 'id': 24308, 'known_for_department': 'Production', 'name': 'Brian Goldner', 'original_name': 'Brian Goldner', 'popularity': 0.1143, 'profile_path': None, 'known_for': [{'adult': False, 'backdrop_path': '/iq6oCC769VhakJubpAeJNFCgvff.jpg', 'id': 1858, 'title': 'Transformers', 'original_title': 'Transformers', 'overview': 'Young teenager Sam Witwicky becomes involved in the ancient struggle between two extraterrestrial factions of transforming robots – the heroic Autobots and the evil Decepticons. Sam holds the clue to unimaginable power and the Decepticons will stop at nothing to retrieve it.', 'poster_path': '/1P7w3AImoEOWJX7nn3fdaKDfEQA.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [12, 878, 28], 'popularity': 2.6167, 'release_date': '2007-06-27', 'video': False, 'vote_average': 6.8, 'vote_count': 11786}, {'adult': False, 'backdrop_path': '/zbdoCe1meTyy0v1fsIxZ9Q0ef3H.jpg', 'id': 8373, 'title': 'Transformers: Revenge of the Fallen', 'original_title': 'Transformers: Revenge of the Fallen', 'overview': ""Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war."", 'poster_path': '/pLBb0whOzVDtJvyD4DPeQyQNOqp.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [878, 28, 12], 'popularity': 3.646, 'release_date': '2009-06-19', 'video': False, 'vote_average': 6.2, 'vote_count': 8865}, {'adult': False, 'backdrop_path': '/ojwiCGkC7Bv7Ol7jDSkQbTGBY3I.jpg', 'id': 91314, 'title': 'Transformers: Age of Extinction', 'original_title': 'Transformers: Age of Extinction', 'overview': 'As humanity picks up the pieces after the battle of Chicago, a shadowy group reveals itself in an attempt to control the direction of history…while an ancient, powerful new menace sets Earth in its crosshairs. With help from Cade Yeager, Optimus Prime and the Autobots rise to meet their most fearsome challenge yet.', 'poster_path': '/jyzrfx2WaeY60kYZpPYepSjGz4S.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [878, 28, 12], 'popularity': 9.6827, 'release_date': '2014-06-25', 'video': False, 'vote_average': 5.951, 'vote_count': 8482}]}",,,,2.0,24308,1963-04-21,,,,,,,,,False,True
79280401,David Koepp,['Spider-Man'],"{'adult': False, 'gender': 2, 'id': 508, 'known_for_department': 'Writing', 'name': 'David Koepp', 'original_name': 'David Koepp', 'popularity': 0.4511, 'profile_path': '/is3t4k8OMX0KNCD3EilDWOucYZG.jpg', 'known_for': [{'adult': False, 'backdrop_path': '/qJzloL8O9YHhiWBrhlPfKAtZu2I.jpg', 'id': 557, 'title': 'Spider-Man', 'original_title': 'Spider-Man', 'overview': 'After being bitten by a genetically altered spider at Oscorp, nerdy but endearing high school student Peter Parker is endowed with amazing powers to become the superhero known as Spider-Man.', 'poster_path': '/gh4cZbhZxyTbgxQPxD0dOudNPTn.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [28, 878], 'popularity': 16.0604, 'release_date': '2002-05-01', 'video': False, 'vote_average': 7.3, 'vote_count': 19964}, {'adult': False, 'backdrop_path': '/jzt9HuhIAdH9qp0K2MA1m5V8sgq.jpg', 'id': 329, 'title': 'Jurassic Park', 'original_title': 'Jurassic Park', 'overview': 'A wealthy entrepreneur secretly creates a theme park featuring living dinosaurs drawn from prehistoric DNA. Before opening day, he invites a team of experts and his two eager grandchildren to experience the park and help calm anxious investors. However, the park is anything but amusing as the security systems go off-line and the dinosaurs escape.', 'poster_path': '/63viWuPfYQjRYLSZSZNq7dglJP5.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [12, 878], 'popularity': 7.2483, 'release_date': '1993-06-11', 'video': False, 'vote_average': 7.962, 'vote_count': 17177}, {'adult': False, 'backdrop_path': '/sra8XnL96OyLHENcglmZJg6HA8z.jpg', 'id': 954, 'title': 'Mission: Impossible', 'original_title': 'Mission: Impossible', 'overview': ""When Ethan Hunt, the leader of a crack espionage team whose perilous operation has gone awry with no explanation, discovers that a mole has penetrated the CIA, he's surprised to learn that he's the prime suspect. To clear his name, Hunt now must ferret out the real double agent and, in the process, even the score."", 'poster_path': '/l5uxY5m5OInWpcExIpKG6AR3rgL.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [12, 28, 53], 'popularity': 10.4845, 'release_date': '1996-05-22', 'video': False, 'vote_average': 7.011, 'vote_count': 9580}]}",https://image.tmdb.org/t/p/w500/is3t4k8OMX0KNCD3EilDWOucYZG.jpg,,White,2.0,508,1963-06-09,White,White,Male,50-59,"[0.9996176958084106, 4.976382683707925e-07, 0.0002441485703457147, 2.9394266221061116e-06, 3.7938507375656627e-06, 7.305603048735065e-06, 0.00012355395301710814]","[0.9993615746498108, 1.426263952453155e-05, 0.00030079574207775295, 0.00032336480217054486]","[3.470468982413877e-06, 1.5297655409085564e-05, 0.00028230444877408445, 0.0004339733568485826, 0.00581259885802865, 0.08285816758871078, 0.757443904876709, 0.1356332153081894, 0.017517002299427986]","[0.9970135688781738, 0.0029864117968827486]",False,True
80570401,Alex Kurtzman,['Transformers: Revenge of the Fallen'],"{'adult': False, 'gender': 2, 'id': 15345, 'known_for_department': 'Writing', 'name': 'Alex Kurtzman', 'original_name': 'Alex Kurtzman', 'popularity': 0.6768, 'profile_path': '/uDZxuaV19OYMhN7vuuVg1bSlqUM.jpg', 'known_for': [{'adult': False, 'backdrop_path': '/k0hlAzTryCYX1O1LyC6P8tAa8s0.jpg', 'id': 102382, 'title': 'The Amazing Spider-Man 2', 'original_title': 'The Amazing Spider-Man 2', 'overview': 'For Peter Parker, life is busy. Between taking out the bad guys as Spider-Man and spending time with the person he loves, Gwen Stacy, high school graduation cannot come quickly enough. Peter has not forgotten about the promise he made to Gwen’s father to protect her by staying away, but that is a promise he cannot keep. Things will change for Peter when a new villain, Electro, emerges, an old friend, Harry Osborn, returns, and Peter uncovers new clues about his past.', 'poster_path': '/dGjoPttcbKR5VWg1jQuNFB247KL.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [28, 12, 878], 'popularity': 12.8631, 'release_date': '2014-04-16', 'video': False, 'vote_average': 6.523, 'vote_count': 13783}, {'adult': False, 'backdrop_path': '/iq6oCC769VhakJubpAeJNFCgvff.jpg', 'id': 1858, 'title': 'Transformers', 'original_title': 'Transformers', 'overview': 'Young teenager Sam Witwicky becomes involved in the ancient struggle between two extraterrestrial factions of transforming robots – the heroic Autobots and the evil Decepticons. Sam holds the clue to unimaginable power and the Decepticons will stop at nothing to retrieve it.', 'poster_path': '/1P7w3AImoEOWJX7nn3fdaKDfEQA.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [12, 878, 28], 'popularity': 2.6167, 'release_date': '2007-06-27', 'video': False, 'vote_average': 6.8, 'vote_count': 11786}, {'adult': False, 'backdrop_path': '/zzzoRNVSaUv6e1hpADjUDeM3EvY.jpg', 'id': 13475, 'title': 'Star Trek', 'original_title': 'Star Trek', 'overview': 'The fate of the galaxy rests in the hands of bitter rivals. One, James Kirk, is a delinquent, thrill-seeking Iowa farm boy. The other, Spock, a Vulcan, was raised in a logic-based society that rejects all emotion. As fiery instinct clashes with calm reason, their unlikely but powerful partnership is the only thing capable of leading their crew through unimaginable danger, boldly going where no one has gone before. The human adventure has begun again.', 'poster_path': '/lV5OpzAss1z06YNagOVap1I35mH.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [878, 28, 12], 'popularity': 5.646, 'release_date': '2009-05-06', 'video': False, 'vote_average': 7.426, 'vote_count': 10170}]}",https://image.tmdb.org/t/p/w500/uDZxuaV19OYMhN7vuuVg1bSlqUM.jpg,,White,2.0,15345,1973-09-07,White,White,Male,50-59,"[0.8691748380661011, 8.71217853273265e-05, 0.055064063519239426, 0.0021357436198741198, 0.0006505001801997423, 0.009200566448271275, 0.06368708610534668]","[0.9837168455123901, 0.002337425947189331, 0.006723965052515268, 0.0072218808345496655]","[0.0001533342874608934, 8.913120109355077e-05, 0.0003650388971436769, 0.0007530091097578406, 0.01776943914592266, 0.24820177257061005, 0.6981446146965027, 0.0343267023563385, 0.00019702957069966942]","[0.9999730587005615, 2.6907053324976005e-05]",False,True
83860401,Stan Lee,['Spider-Man'],,,,White,0.0,,,,,,,,,,,False,True
86260401,David Lipman,['Shrek 2'],"{'adult': False, 'gender': 2, 'id': 12087, 'known_for_department': 'Production', 'name': 'David Lipman', 'original_name': 'David Lipman', 'popularity': 0.0609, 'profile_path': None, 'known_for': [{'adult': False, 'backdrop_path': '/40Wtp7kMG6mZ4d5T1jfrd8qrvD4.jpg', 'id': 808, 'title': 'Shrek', 'original_title': 'Shrek', 'overview': ""It ain't easy bein' green -- especially if you're a likable (albeit smelly) ogre named Shrek. On a mission to retrieve a gorgeous princess from the clutches of a fire-breathing dragon, Shrek teams up with an unlikely compatriot -- a wisecracking donkey."", 'poster_path': '/o04jZs5SXhbvhqO4981W7KJXOWZ.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [16, 35, 14, 12, 10751], 'popularity': 23.1579, 'release_date': '2001-05-18', 'video': False, 'vote_average': 7.752, 'vote_count': 18033}, {'adult': False, 'backdrop_path': '/8ohobj5lAIbl5XWw11FywS3IRrS.jpg', 'id': 809, 'title': 'Shrek 2', 'original_title': 'Shrek 2', 'overview': ""Shrek, Fiona, and Donkey set off to Far, Far Away to meet Fiona's mother and father, the Queen and King. But not everyone is happily ever after. Shrek and the King find it difficult to get along, and there's tension in the marriage. The Fairy Godmother discovers that Fiona has married Shrek instead of her son Prince Charming and plots to destroy their marriage."", 'poster_path': '/2yYP0PQjG8zVqturh1BAqu2Tixl.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [16, 10751, 35, 14, 12, 10749], 'popularity': 12.833, 'release_date': '2004-05-19', 'video': False, 'vote_average': 7.303, 'vote_count': 12957}, {'adult': False, 'backdrop_path': '/ridcUDnFumpMB5AAsIvFafTSx5i.jpg', 'id': 452832, 'title': 'Serenity', 'original_title': 'Serenity', 'overview': 'The quiet life of Baker Dill, a fishing boat captain who lives on the isolated Plymouth Island, where he spends his days obsessed with capturing an elusive tuna while fighting his personal demons, is interrupted when someone from his past comes to him searching for help.', 'poster_path': '/hgWAcic93phg4DOuQ8NrsgQWiqu.jpg', 'media_type': 'movie', 'original_language': 'en', 'genre_ids': [53, 9648, 18], 'popularity': 5.176, 'release_date': '2019-01-24', 'video': False, 'vote_average': 5.439, 'vote_count': 1566}]}",,,,2.0,12087,,,,,,,,,,False,True
88340401,George Lucas,"['Star Wars Ep. III: Revenge of the Sith', 'Star Wars Ep. I: The Phantom Menace', 'Star Wars Ep. IV: A New Hope']",,,,,0.0,,,,,,,,,,,False,True
